candidate_id,previous_period,period,provider,provider_name,code_a,code_b,before_a,after_a,change_a,before_b,after_b,change_b,absolute_change_ratio,paired_net_change,target_code,target_change_share_national_pct,classification,disposition,evidence_file,author_disposition,event,adjacent_total,cause,source_file,official_evidence_url,name_before,name_after
RC1664,2024-04,2024-05,NT402,BATH CLINIC,C_301,X06,16.0,13.0,-3.0,0.0,2.0,2.0,0.6666666666666666,-1.0,C_301,0.000768212395363,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1665,2024-07,2024-08,NT404,BEAUMONT HOSPITAL,C_120,C_301,291.0,286.0,-5.0,5.0,8.0,3.0,0.6,-2.0,C_120,0.0007680173018937,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1666,2024-07,2024-08,NT404,BEAUMONT HOSPITAL,C_301,C_502,5.0,8.0,3.0,432.0,426.0,-6.0,0.5,-3.0,C_301,0.0007678486416757,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1667,2024-03,2024-04,NVC16,RENACRES HOSPITAL,C_120,C_160,73.0,68.0,-5.0,0.0,7.0,7.0,0.7142857142857143,2.0,C_120,0.0007665842844089,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1668,2025-09,2025-10,NT302,SPIRE BRISTOL HOSPITAL,C_100,C_110,3.0,0.0,-3.0,740.0,746.0,6.0,0.5,3.0,C_100,0.0007662972262594,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1669,2024-09,2024-10,NT404,BEAUMONT HOSPITAL,C_301,C_400,7.0,4.0,-3.0,0.0,2.0,2.0,0.6666666666666666,-1.0,C_301,0.0007641190089885,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1670,2025-08,2025-09,NVC06,FITZWILLIAM HOSPITAL,C_100,X06,373.0,370.0,-3.0,9.0,14.0,5.0,0.6,2.0,C_100,0.0007619434637949,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1671,2024-04,2024-05,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,C_120,X04,173.0,178.0,5.0,13.0,6.0,-7.0,0.7142857142857143,-2.0,C_120,0.0007614661573981,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1672,2025-04,2025-05,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",C_100,C_130,18.0,21.0,3.0,7.0,2.0,-5.0,0.6,-2.0,C_100,0.0007609809551832,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1673,2025-04,2025-05,NT490,SOUTHEND PRIVATE HOSPITAL,C_100,X06,3.0,6.0,3.0,48.0,45.0,-3.0,1.0,0.0,C_100,0.0007609809551832,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1674,2025-06,2025-07,NT431,RUNNYMEDE HOSPITAL,C_100,C_130,18.0,21.0,3.0,2.0,0.0,-2.0,0.6666666666666666,1.0,C_100,0.0007592630087062,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1675,2025-06,2025-07,NT421,KINGS OAK HOSPITAL,C_100,C_120,116.0,119.0,3.0,2.0,0.0,-2.0,0.6666666666666666,1.0,C_100,0.0007592630087062,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1676,2025-02,2025-03,NVC23,WOODLAND HOSPITAL,C_301,X02,99.0,102.0,3.0,4.0,1.0,-3.0,1.0,0.0,C_301,0.000759105470114,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1677,2025-02,2025-03,NT405,BISHOPS WOOD HOSPITAL,C_301,X06,16.0,13.0,-3.0,2.0,4.0,2.0,0.6666666666666666,-1.0,C_301,0.000759105470114,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1678,2025-02,2025-03,NT409,CHELSFIELD PARK HOSPITAL,C_150,C_301,2.0,4.0,2.0,47.0,44.0,-3.0,0.6666666666666666,-1.0,C_301,0.000759105470114,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1679,2025-05,2025-06,RJN,EAST CHESHIRE NHS TRUST,C_320,C_400,870.0,867.0,-3.0,0.0,2.0,2.0,0.6666666666666666,-1.0,C_320,0.0007589038392945,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1680,2025-05,2025-06,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_320,C_430,0.0,3.0,3.0,9.0,6.0,-3.0,1.0,0.0,C_320,0.0007589038392945,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1681,2025-07,2025-08,NT321,SPIRE LITTLE ASTON HOSPITAL,C_100,X05,147.0,150.0,3.0,6.0,0.0,-6.0,0.5,-3.0,C_100,0.0007585526814837,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1682,2024-12,2025-01,NT418,HAMPSHIRE CLINIC,C_301,X06,36.0,39.0,3.0,5.0,0.0,-5.0,0.6,-2.0,C_301,0.0007578398532822,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1683,2024-11,2024-12,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",C_150,C_301,95.0,97.0,2.0,5.0,2.0,-3.0,0.6666666666666666,-1.0,C_301,0.0007563495545101,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1684,2024-11,2024-12,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_170,C_301,4.0,7.0,3.0,3756.0,3753.0,-3.0,1.0,0.0,C_301,0.0007563495545101,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1685,2024-12,2025-01,NT450,LINCOLN PRIVATE HOSPITAL,C_100,X06,17.0,14.0,-3.0,3.0,5.0,2.0,0.6666666666666666,-1.0,C_100,0.0007372438384846,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1686,2024-11,2024-12,NT447,DUCHY HOSPITAL,C_100,C_502,179.0,182.0,3.0,3.0,1.0,-2.0,0.6666666666666666,1.0,C_100,0.0007353301632432,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1687,2026-02,2026-03,AAH,TETBURY HOSPITAL TRUST LTD,C_110,C_120,29.0,23.0,-6.0,0.0,5.0,5.0,0.8333333333333334,-1.0,C_110,0.0007334936424438,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1688,2026-02,2026-03,NT428,PRINCESS MARGARET HOSPITAL,C_110,X06,57.0,51.0,-6.0,0.0,3.0,3.0,0.5,-3.0,C_110,0.0007334936424438,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1689,2026-02,2026-03,NT449,LANCASTER PRIVATE HOSPITAL,C_110,C_150,284.0,290.0,6.0,5.0,2.0,-3.0,0.5,3.0,C_110,0.0007334936424438,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1690,2025-03,2025-04,AAH,TETBURY HOSPITAL TRUST LTD,C_101,C_320,31.0,34.0,3.0,3.0,0.0,-3.0,1.0,0.0,C_320,0.0007334604664808,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1691,2024-10,2024-11,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",C_100,C_150,5.0,2.0,-3.0,52.0,54.0,2.0,0.6666666666666666,-1.0,C_100,0.0007333779879041,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1692,2024-09,2024-10,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,C_320,C_330,4.0,1.0,-3.0,15.0,20.0,5.0,0.6,2.0,C_320,0.0007281252958009,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1693,2024-09,2024-10,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,C_320,C_502,4.0,7.0,3.0,159.0,155.0,-4.0,0.75,-1.0,C_320,0.0007281252958009,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1694,2024-09,2024-10,K8I4X,GLENDON WOOD HOSPITAL,C_100,C_120,184.0,181.0,-3.0,1.0,4.0,3.0,1.0,0.0,C_100,0.0007270189315729,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1695,2024-09,2024-10,NT428,PRINCESS MARGARET HOSPITAL,C_100,X06,24.0,27.0,3.0,2.0,0.0,-2.0,0.6666666666666666,1.0,C_100,0.0007270189315729,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1696,2024-08,2024-09,NT316,SPIRE HARPENDEN HOSPITAL,C_100,C_502,124.0,121.0,-3.0,5.0,11.0,6.0,0.5,3.0,C_100,0.0007249791568492,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1697,2024-08,2024-09,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",C_100,C_120,4.0,1.0,-3.0,15.0,19.0,4.0,0.75,1.0,C_100,0.0007249791568492,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1698,2025-02,2025-03,AAH,TETBURY HOSPITAL TRUST LTD,C_101,C_320,33.0,31.0,-2.0,0.0,3.0,3.0,0.6666666666666666,1.0,C_320,0.0007225537941299,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1699,2024-12,2025-01,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,C_320,X05,0.0,3.0,3.0,516.0,513.0,-3.0,1.0,0.0,C_320,0.0007225503135868,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1700,2024-05,2024-06,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,C_110,C_300,16139.0,16133.0,-6.0,3.0,8.0,5.0,0.8333333333333334,-1.0,C_110,0.0007142491515315,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1701,2024-01,2024-02,RCF,AIREDALE NHS FOUNDATION TRUST,C_110,C_300,1739.0,1745.0,6.0,7.0,3.0,-4.0,0.6666666666666666,2.0,C_110,0.0007122896074571,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1702,2024-07,2024-08,NT315,SPIRE BUSHEY HOSPITAL,C_100,X05,165.0,168.0,3.0,2.0,0.0,-2.0,0.6666666666666666,1.0,C_100,0.0007114365801717,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1703,2025-06,2025-07,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_110,C_160,4146.0,4140.0,-6.0,8.0,14.0,6.0,1.0,0.0,C_110,0.0007080038657011,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1704,2024-03,2024-04,NVC13,OAKS HOSPITAL,C_100,C_400,179.0,176.0,-3.0,0.0,4.0,4.0,0.75,1.0,C_100,0.0007071518985849,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1705,2024-03,2024-04,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_100,C_300,1710.0,1707.0,-3.0,7.0,13.0,6.0,0.5,3.0,C_100,0.0007071518985849,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1706,2024-11,2024-12,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",C_110,X06,374.0,380.0,6.0,10.0,1.0,-9.0,0.6666666666666666,-3.0,C_110,0.0007032332319896,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1707,2025-07,2025-08,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,C_110,C_301,745.0,751.0,6.0,6.0,2.0,-4.0,0.6666666666666666,2.0,C_110,0.0007005491137469,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1708,2025-09,2025-10,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,X03,6974.0,6968.0,-6.0,6.0,17.0,11.0,0.5454545454545454,5.0,C_110,0.0006985695623927,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1709,2026-02,2026-03,NVC22,WINFIELD HOSPITAL,C_120,C_160,13.0,9.0,-4.0,1.0,3.0,2.0,0.5,-2.0,C_120,0.0006906625871529,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1710,2025-01,2025-02,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_130,C_410,2640.0,2644.0,4.0,3.0,0.0,-3.0,0.75,1.0,C_130,0.0006868190832682,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1711,2025-01,2025-02,NT408,CHAUCER HOSPITAL,C_130,X06,34.0,38.0,4.0,2.0,0.0,-2.0,0.5,2.0,C_130,0.0006868190832682,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1712,2025-01,2025-02,NT408,CHAUCER HOSPITAL,C_101,C_130,7.0,3.0,-4.0,34.0,38.0,4.0,1.0,0.0,C_130,0.0006868190832682,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1713,2025-02,2025-03,R1F,ISLE OF WIGHT NHS TRUST,C_130,C_300,2201.0,2197.0,-4.0,1.0,3.0,2.0,0.5,-2.0,C_130,0.0006824960244606,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1714,2025-02,2025-03,K8I4X,GLENDON WOOD HOSPITAL,C_130,C_502,696.0,692.0,-4.0,5.0,9.0,4.0,1.0,0.0,C_130,0.0006824960244606,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1715,2026-01,2026-02,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,C_120,X04,36.0,40.0,4.0,3.0,1.0,-2.0,0.5,2.0,C_120,0.000682158485881,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1716,2025-07,2025-08,AAH,TETBURY HOSPITAL TRUST LTD,C_130,X06,138.0,142.0,4.0,14.0,6.0,-8.0,0.5,-4.0,C_130,0.0006809936378169,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1717,2025-12,2026-01,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_120,C_150,10.0,14.0,4.0,6.0,1.0,-5.0,0.8,-1.0,C_120,0.0006806506339409,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1718,2025-10,2025-11,AAH,TETBURY HOSPITAL TRUST LTD,C_120,X06,5.0,1.0,-4.0,13.0,16.0,3.0,0.75,-1.0,C_120,0.0006797761497138,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1719,2025-03,2025-04,NVC44,THE WESTBOURNE CENTRE,C_130,X02,11.0,15.0,4.0,2.0,0.0,-2.0,0.5,2.0,C_130,0.0006795336360655,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1720,2025-11,2025-12,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,C_120,X04,143.0,147.0,4.0,7.0,0.0,-7.0,0.5714285714285714,-3.0,C_120,0.0006784237502586,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1721,2025-05,2025-06,NVC12,OAKLANDS HOSPITAL,C_130,C_301,2.0,6.0,4.0,29.0,27.0,-2.0,0.5,2.0,C_130,0.0006752639015735,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1722,2025-05,2025-06,NVC12,OAKLANDS HOSPITAL,C_130,C_502,2.0,6.0,4.0,3.0,1.0,-2.0,0.5,2.0,C_130,0.0006752639015735,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1723,2024-09,2024-10,NVC23,WOODLAND HOSPITAL,C_130,C_330,11.0,7.0,-4.0,5.0,12.0,7.0,0.5714285714285714,3.0,C_130,0.0006735798411025,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1724,2025-09,2025-10,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_130,C_430,4.0,0.0,-4.0,175.0,183.0,8.0,0.5,4.0,C_130,0.0006682336746336,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1725,2024-08,2024-09,NVC23,WOODLAND HOSPITAL,C_130,C_330,15.0,11.0,-4.0,0.0,5.0,5.0,0.8,1.0,C_130,0.0006662513699793,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1726,2024-08,2024-09,NT408,CHAUCER HOSPITAL,C_130,X06,26.0,30.0,4.0,4.0,1.0,-3.0,0.75,1.0,C_130,0.0006662513699793,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1727,2026-02,2026-03,NT446,ST EDMUNDS HOSPITAL,C_130,C_400,28.0,24.0,-4.0,0.0,2.0,2.0,0.5,-2.0,C_130,0.0006644187166752,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1728,2024-01,2024-02,NT411,CLEMENTINE CHURCHILL HOSPITAL,C_130,X06,36.0,32.0,-4.0,4.0,9.0,5.0,0.8,1.0,C_130,0.0006581631981466,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1729,2024-01,2024-02,RH5,SOMERSET NHS FOUNDATION TRUST,C_130,C_300,5197.0,5193.0,-4.0,12.0,20.0,8.0,0.5,4.0,C_130,0.0006581631981466,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1730,2024-03,2024-04,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_130,X03,11.0,15.0,4.0,9.0,1.0,-8.0,0.5,-4.0,C_130,0.0006523008280959,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1731,2024-03,2024-04,NT431,RUNNYMEDE HOSPITAL,C_130,X06,17.0,13.0,-4.0,3.0,5.0,2.0,0.5,-2.0,C_130,0.0006523008280959,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1732,2025-09,2025-10,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_120,X03,7308.0,7304.0,-4.0,2.0,4.0,2.0,0.5,-2.0,C_120,0.0006514933857134,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1733,2025-07,2025-08,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_120,C_150,7.0,3.0,-4.0,0.0,4.0,4.0,1.0,0.0,C_120,0.0006413997909036,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC1734,2024-10,2024-11,K8I4X,GLENDON WOOD HOSPITAL,C_120,X06,4.0,0.0,-4.0,1.0,3.0,2.0,0.5,-2.0,C_120,0.0006316421115795,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
